HATHI_ID,TITLE,YEAR,AUTHOR,BIG5?,BIG6?,CLASS
mdp.39015008852082,"Demonstrations and communication: a case study, [by] James D. Halloran, Philip Elliott & Graham Murdock.",1970,"Halloran, James D.",1,1,SAMPLE
mdp.39015007228318,"Decorating defined; a dictionary of decoration and design, by José Wilson and Arthur Leaman.",1970,"Wilson, José.",1,1,SAMPLE
mdp.39015009360317,"Roots of rebellion; the evolution of Black politics and protest since World War II, edited by Richard P. Young.",1970,"Young, Richard P.,",1,1,SAMPLE
uva.x000241117,Do it; scenarios of the revolution. Introd. by Eldridge Cleaver. Designed by Quentin Fiore. Yipped by Jim Retherford. Zapped by Nancy Kurshan.,1970,"Rubin, Jerry.",1,1,SAMPLE
uc1.$b748442,Queen Elizabeth and the revolt of the Netherlands [by] Charles Wilson.,1970,"Wilson, Charles, 1914-",1,1,SAMPLE
mdp.39015000570286,"The death and rebirth of the Seneca, [by] Anthony F. C. Wallace, with the assistance of Sheila C. Steen.",1970,"Wallace, Anthony F. C., 1923-",1,1,SAMPLE
mdp.39015046863240,"The Palace of Topkapi in Istanbul, by Fanny Davis.",1970,"Davis, Fanny, 1904-1984.",1,1,SAMPLE
mdp.39015008644299,A guide to artifacts of colonial America.,1970,"Noël Hume, Ivor.",1,1,SAMPLE
mdp.39015003685750,"American dawn; a new model of American prehistory, by Louis A. Brennan.",1970,"Brennan, Louis A.",1,1,SAMPLE
mdp.39015002515727,An illustrated handbook of art history.,1970,"Roos, Frank John, 1903-1966.",1,1,SAMPLE
mdp.39015010906470,Who discovered America? Settlers and explorers of the New World before the time of Columbus.,1970,"Lauber, Patricia.",1,1,SAMPLE
txu.059173018277279,"The Indian background of Latin American history; the Maya, Aztec, Inca and their predecessors.",1970,"Wauchope, Robert, 1909-1979.",1,1,SAMPLE
mdp.39015002295411,"The Luo girl from infancy to marriage, by Simeon H. Ominde.",1970,"Ominde, S.H.",1,1,SAMPLE
uc1.b3587344,"Radical school reform, edited by Beatrice and Ronald Gross.",1970,"Gross, Beatrice.",1,1,SAMPLE
mdp.39015042872872,"Duty, honor, Empire; the life and times of Colonel Richard Meinertzhagen.",1970,"Lord, John, 1924-",1,1,SAMPLE
uc1.b4386983,Tudor history and the historians [by] F. Smith Fussner.,1970,"Fussner, F. Smith.",1,1,SAMPLE
mdp.39015016171426,Child welfare services; a sourcebook.,1970,"Kadushin, Alfred.",1,1,SAMPLE
mdp.39015024179478,Essentials of psychological testing [by] Lee J. Cronbach.,1970,"Cronbach, Lee J. 1916-2001.",1,1,SAMPLE
uc1.b3728036,Queen Anne [by] David Green,1970,"Green, David Brontë, 1910-",1,1,SAMPLE
mdp.39015033849103,Out of place in America; essays for the end of an age.,1970,"Schrag, Peter.",1,1,SAMPLE
mdp.39015026615644,Public ethics; American morals and manners [by] James Sellers.,1970,"Sellers, James Earl.",1,1,SAMPLE
mdp.39015033849269,Being free; reflections on America's cultural revolution.,1970,"Winter, Gibson.",1,1,SAMPLE
mdp.39015015055893,Encyclopedia of American history. Edited by Richard B. Morris.,1970,"Morris, Richard B. 1904-1989.",1,1,SAMPLE
mdp.39015001516585,"Rebels in Eden; mass political violence in the United States, by Richard E. Rubenstein.",1970,"Rubenstein, Richard E.",1,1,SAMPLE
uc1.b4372078,The American experience; a radical reader. Edited by Harold Jaffe [and] John Tytell.,1970,"Jaffe, Harold.",1,1,SAMPLE
mdp.39015008012489,Out of our past; the forces that shaped modern America [by] Carl N. Degler.,1970,"Degler, Carl N.",1,1,SAMPLE
uc1.$b538425,The emergence of the super-powers: a short comparative history of the U.S.A. and the U.S.S.R.,1970,"Dukes, Paul, 1934-",1,1,SAMPLE
mdp.39015011484378,Our violent past; an American chronicle [by] Irving J. Sloan. Pref. by Ramsey Clark.,1970,"Sloan, Irving J.",1,1,SAMPLE
mdp.39015004956457,The American past; conflicting interpretations of great issues. Edited by Sidney Fine and Gerald S. Brown.,1970,"Fine, Sidney, 1920-",1,1,SAMPLE
uc1.b4445266,"The politics of unreason; right wing extremism in America, 1790-1970 [by] Seymour Martin Lipset and Earl Raab.",1970,"Lipset, Seymour Martin.",1,1,SAMPLE
mdp.39015040081989,The anti-communist impulse.,1970,"Parenti, Michael, 1933-",1,1,SAMPLE
uc1.b3495024,"Japan and the United States; early encounters 1791-1860, by Alfred Tamarin.",1970,"Tamarin, Alfred H.",1,1,SAMPLE
mdp.39015005275550,Intervention and negotiation; the United States and the Dominican revolution. Foreword by Hans J. Morgenthau.,1970,"Slater, Jerome.",1,1,SAMPLE
mdp.39015015839809,"Art and architecture in France, 1500 to 1700.",1970,"Blunt, Anthony, 1907-1983.",1,1,SAMPLE
mdp.39015004042159,The game of nations; the amorality of power politics.,1970,"Copeland, Miles.",1,1,SAMPLE
mdp.39015005191948,Italian Americans.,1970,"Lopreato, Joseph.",1,1,SAMPLE
mdp.39015038908771,"Very lovely people; a personal look at some Americans living abroad, by Ludovic Kennedy.",1970,"Kennedy, Ludovic, 1919-2009.",1,1,SAMPLE
mdp.39015020700467,"W. E. B. Du Bois: a reader. Edited, and with an introd., by Meyer Weinberg.",1970,"Du Bois, W. E. B. 1868-1963.",1,1,SAMPLE
mdp.39015002377540,America's black past; a reader in Afro-American history.,1970,"Foner, Eric.",1,1,SAMPLE
txu.059173017957857,La raza: the Mexican Americans [by] Stan Steiner.,1970,"Steiner, Stan.",1,1,SAMPLE
mdp.39015002601923,"Report from Black America, by Peter Goldman.",1970,"Goldman, Peter Louis, 1933-",1,1,SAMPLE
mdp.39015002602293,Because it is right; integration in housing [by] James L. Hecht.,1970,"Hecht, James L.",1,1,SAMPLE
mdp.39015009400949,Civilisation: a personal view [by] Kenneth Clark.,1970,"Clark, Kenneth, 1903-1983.",1,1,SAMPLE
mdp.39015047783017,Shield of David; the story of Israel's armed forces.,1970,"Allon, Yigal, 1918-1980.",1,1,SAMPLE
mdp.39015002348863,"Perception, motives, and personality [by] George S. Klein.",1970,"Klein, George S. 1917-1971.",1,1,SAMPLE
mdp.39015000300650,Motivation and personality [by] Abraham H. Maslow.,1970,"Maslow, Abraham H.",1,1,SAMPLE
uc1.32106000095619,Vigilance and attention: a signal detection approach [by] Jane F. Mackworth.,1970,"Mackworth, Jane F.",1,1,SAMPLE
uc1.b4385288,The right to create.,1970,"Groch, Judith.",1,1,SAMPLE
mdp.39015012418938,Lateral thinking: creativity step by step.,1970,"De Bono, Edward, 1933-",1,1,SAMPLE
mdp.39015038935899,Probability.,1970,"Whittle, Peter, 1927-",1,1,SAMPLE
umn.31951t00020352w,Creativity: selected readings; edited by P. E. Vernon.,1970,"Vernon, Philip Ewart",1,1,SAMPLE
mdp.39015009862551,Bancroft's introduction to biostatistics [by] Johannes Ipsen [and] Polly Feigl.,1970,"Bancroft, Huldah.",1,1,SAMPLE
mdp.39015008633151,"Galton's walk; methods for the analysis of thinking, intelligence and creativity [by] Herbert F. Crovitz.",1970,"Crovitz, Herbert F., 1932-",1,1,SAMPLE
mdp.39015010387390,The psychology of speech and language; an introduction to psycholinguistics [by] Joseph A. DeVito.,1970,"DeVito, Joseph A., 1938-",1,1,SAMPLE
mdp.39015005321297,The acquisition of language ; the study of developmental psycholinguistics.,1970,"McNeill, David, 1933-",1,1,SAMPLE
mdp.39015010409855,Theories of anxiety [by] William F. Fischer.,1970,"Fischer, William F.",1,1,SAMPLE
mdp.39015002613803,The rise and fall of a proper Negro; an autobiography.,1970,"Lacy, Leslie Alexander.",1,1,SAMPLE
mdp.39015013108199,"Founding the American colonies, 1583-1660, by John E. Pomfret with Floyd M. Shumway.",1970,"Pomfret, John Edwin, 1898-",1,1,SAMPLE
mdp.39015013438869,The emerging nations and the American Revolution [by] Richard B. Morris.,1970,"Morris, Richard B. 1904-1989.",1,1,SAMPLE
mdp.39015020693787,"The art and architecture of India: Buddhist, Hindu, Jain.",1970,"Rowland, Benjamin, 1904-1972.",1,1,SAMPLE
mdp.39015007242921,The art of Australia.,1970,"Hughes, Robert, 1936-",1,1,SAMPLE
uc1.32106010695739,A heritage of images: a selection of lectures; edited by Hugh Honour & John Fleming; with an introduction by E. H. Gombrich.,1970,"Saxl, Fritz, 1890-1948.",1,1,SAMPLE
pst.000043891368,"John Singer Sargent : paintings, drawings, watercolors. / Richard Ormond.",1970,"Ormond, Richard.",1,1,SAMPLE
mdp.39015066093447,"The late Italian Renaissance, 1525-1630, edited by Eric Cochrane.",1970,"Cochrane, Eric W.",1,1,SAMPLE
mdp.39015013256923,First lady of the Renaissance; a biography of Isabella d'Este.,1970,"Meyer, Edith Patterson.",1,1,SAMPLE
mdp.39015000481047,RPG I and RPG II programming: system/3 and system/360 [by] Richard W. Brightman [and] John R. Clark.,1970,"Brightman, Richard W.",1,1,SAMPLE
mdp.39015002369588,"The dynamics of aggression; individual, group, and international analyses. Edited by Edwin I. Megargee and Jack E. Hokanson.",1970,"Megargee, Edwin Inglee.",1,1,SAMPLE
mdp.39015004048289,The mind as nature / Foreword by Arthur G. Wirth.,1970,"Eiseley, Loren C., 1907-1977.",1,1,SAMPLE
mdp.39015022384260,The behavior change process.,1970,"Mink, Oscar G.",1,1,SAMPLE
mdp.39015002386137,Boundaries; psychological man in revolution.,1970,"Lifton, Robert Jay, 1926-",1,1,SAMPLE
mdp.39015021932929,No parachute: a fighter pilot in World War I ; letters written in 1917 by A. S. G. Lee / Edited by the same writer Arthur Gould Lee.,1970,"Lee, Arthur S. Gould 1894-1975.",1,1,SAMPLE
mdp.39015010357278,"Charles Sumner and the rights of man, by David Donald.",1970,"Donald, David Herbert, 1920-2009.",1,1,SAMPLE
mdp.39015000672470,"To the Hartford Convention: the Federalists and the origins of party politics in Massachusetts, 1789-1815 [by] James M. Banner, Jr.",1970,"Banner, James M., 1935-",1,1,SAMPLE
mdp.39015020740125,Black freedom; the nonviolent abolitionists from 1830 through the Civil War.,1970,"Mabee, Carleton, 1914-",1,1,SAMPLE
mdp.39015008684824,Their tattered flags: the epic of the Confederacy [by] Frank E. Vandiver.,1970,"Vandiver, Frank Everson, 1925-2005.",1,1,SAMPLE
mdp.39015010395559,Black slave narratives. Edited and with an introd. by John F. Bayliss.,1970,"Bayliss, John F.,",1,1,SAMPLE
mdp.39015006318573,The architects of the Parthenon.,1970,"Carpenter, Rhys, 1889-",1,1,SAMPLE
mdp.39015002253865,Etruscan and Roman architecture [by] Axel Boëthius and J. B. Ward-Perkins.,1970,"Boëthius, Axel, 1889-1969.",1,1,SAMPLE
mdp.39015004818012,The stable crisis; two decades of German foreign policy [by] Wolfram F. Hanrieder.,1970,"Hanrieder, Wolfram F.",1,1,SAMPLE
mdp.39015014348836,"Algebra, by Jacob K. Goldhaber and Gertrude Ehrlich.",1970,"Goldhaber, Jacob K., 1924-",1,1,SAMPLE
mdp.39015019794448,Math menagerie / by Robert R. Kadesch ; Drawings by Mark A. Binn.,1970,"Kadesch, Robert Rudstone, 1922-",1,1,SAMPLE
mdp.39015008573514,PL/I; a self-instructional manual.,1970,"Barbour, Edna Hollar, 1922-",1,1,SAMPLE
mdp.39015008371216,"The diplomacy of world power: the United States, 1889-1920. Edited by Arthur S. Link and William M. Leary, Jr.",1970,"Link, Arthur S. 1920-1998.",1,1,SAMPLE
mdp.39015038919547,Interpreting personality theories [by] Ledford J. Bischof. [Under the editorship of Gardner Murphy and Wayne Holtzman],1970,"Bischof, Ledford J.",1,1,SAMPLE
mdp.39015002389396,"Personality dynamics; a biosocial approach [by] G. M. Gilbert, with the assistance of Gardner Murphy.",1970,"Gilbert, G. M., 1911-",1,1,SAMPLE
mdp.39015000674849,Conceptions of personality; theories and research [by] Leon H. Levy.,1970,"Levy, Leon H.",1,1,SAMPLE
mdp.39015012685437,Introduction to FORTRAN IV [by] Herbert L. Holden.,1970,"Holden, Herbert L.",1,1,SAMPLE
mdp.39015000060411,"Readings in child development and personality [edited by] Paul Henry Mussen, John Janeway Conger [and] Jerome Kagan.",1970,"Mussen, Paul Henry.",1,1,SAMPLE
wu.89031084098,Child development and behavior. Readings edited by Freda Rebelsky and Lynn Dorman.,1970,"Rebelsky, Freda, 1931-",1,1,SAMPLE
mdp.39015000347065,Experiencing youth; first-person accounts [by] George W. Goethals [and] Dennis S. Klos.,1970,"Goethals, George W.",1,1,SAMPLE
mdp.39015000299381,Overcoming the fear of death.,1970,"Gordon, David Cole.",1,1,SAMPLE
mdp.39015000609811,The encyclopedia of military history; from 3500 B.C. to the present [by] R. Ernest Dupuy and Trevor N. Dupuy.,1970,"Dupuy, R. Ernest 1887-1975.",1,1,SAMPLE
uc1.$b799532,"Maximum security ward, 1964-1970 / Ramon Guthrie.",1970,"Guthrie, Ramon, 1896-1973.",1,1,SAMPLE
mdp.39015003459552,The nature of history.,1970,"Marwick, Arthur, 1936-2006.",1,1,SAMPLE
mdp.39015019790529,To purge this land with blood; a biography of John Brown [by] Stephen B. Oates.,1970,"Oates, Stephen B.",1,1,SAMPLE
uc1.$b765991,Cardinal de Retz: the anatomy of a conspirator [by] J. H. M. Salmon.,1970,"Salmon, J. H. M. 1925-",1,1,SAMPLE
mdp.39015019048399,The making of an American.,1970,"Riis, Jacob A. 1849-1914.",1,1,SAMPLE
mdp.39015008510847,Birchism was my business / Gerald Schomp.,1970,"Schomp, Gerald.",1,1,SAMPLE
mdp.39015003974469,"America in the twentieth century, by Frank Freidel.",1970,"Freidel, Frank Burt.",1,1,SAMPLE
uc1.b4393780,"For a new America; essays in history and politics from Studies on the left, 1959-1967, edited by James Weinstein and David W. Eakins.",1970,"Weinstein, James, 1926-",1,1,SAMPLE
mdp.39015002673872,"Clare Boothe Luce; a biography, by Stephen Shadegg.",1970,"Shadegg, Stephen C.",1,1,SAMPLE
mdp.39015015615381,Elementary linear algebra.,1970,"Kolman, Bernard, 1932-",1,1,SAMPLE
mdp.39015066113054,Roosevelt and Pearl Harbor.,1970,"Baker, Leonard.",1,1,SAMPLE
mdp.39015002256629,Stilwell and the American experience in China : 1911-45 / [by] Barbara W. Tuchman.,1970,"Tuchman, Barbara W. 1912-1989.",1,1,SAMPLE
mdp.39015002260340,Nobody knows; reflections on the McCarthy campaign of 1968.,1970,"Larner, Jeremy.",1,1,SAMPLE
mdp.39015000983968,Introductory computer methods and numerical analysis [by] Ralph H. Pennington.,1970,"Pennington, Ralph H.",1,1,SAMPLE
mdp.39015002644360,The new age of American foreign policy [by] Frederick H. Hartmann.,1970,"Hartmann, Frederick H.",1,1,SAMPLE
uc1.b4374396,American grotesque; an account of the Clay Shaw-Jim Garrison affair in the city of New Orleans.,1970,"Kirkwood, James, 1930-1989.",1,1,SAMPLE
mdp.39015046932607,Nightmares and human conflict [by] John E. Mack.,1970,"Mack, John E., 1929-",1,1,SAMPLE
uc1.b4158417,A dictionary of computers [by] Anthony Chandor with John Graham [and] Robin Williamson.,1970,"Chandor, Anthony.",1,1,SAMPLE
mdp.39015002704107,"Mind over matter; psychokinesis, by Louisa E. Rhine.",1970,"Rhine, Louisa E., 1891-1983.",1,1,SAMPLE
mdp.39015020680388,The autobiography of an ex-colored man.,1970,"Johnson, James Weldon, 1871-1938.",1,1,SAMPLE
wu.89000091470,"The rising sun; the decline and fall of the Japanese Empire, 1936-1945.",1970,"Toland, John.",1,1,SAMPLE
mdp.39015008729736,Typhoon of steel: the battle for Okinawa [by] James and William Belote.,1970,"Belote, James H.",1,1,SAMPLE
ien.35556002867265,Proceedings of New York University Annual National Conference on Labor,1970,New York University National Conference on Labor,1,1,SAMPLE
mdp.39015005683175,Fanfare for a tin hat: a third essay in autobiography.,1970,"Linklater, Eric, 1899-1974.",1,1,SAMPLE
mdp.39015029615823,Proceedings of the National Open Hearth and Basic Oxygen Steel Conference of the Iron and Steel Division.,1970,National Open Hearth and Basic Oxygen Steel Conference of the Iron and Steel Division.,1,1,SAMPLE
inu.30000005042886,"The great powers and the Near East, 1774-1923, edited by M.S. Anderson.",1970,"Anderson, M. S.",1,1,SAMPLE
mdp.39015007064994,Cherokee tragedy; the story of the Ridge family and the decimation of a people.,1970,"Wilkins, Thurman.",1,1,SAMPLE
mdp.39015008557459,Leonardo & the age of the eye [by] Ritchie Calder.,1970,"Calder, Ritchie, 1906-1982.",1,1,SAMPLE
mdp.39015004816107,The ancient historians.,1970,"Grant, Michael, 1914-",1,1,SAMPLE
mdp.39015002639576,Agnew: profile in conflict [by] Jim G. Lucas.,1970,"Lucas, Jim Griffing, 1914-",1,1,SAMPLE
mdp.39015002639824,"Special Unit Senator; the investigation of the assassination of Senator Robert F. Kennedy, by Robert A. Houghton, with Theodore Taylor.",1970,"Houghton, Robert A.",1,1,SAMPLE
uc1.b4450211,The President steps down: a personal memoir of the transfer of power.,1970,"Christian, George, 1927-",1,1,SAMPLE
mdp.39015004830702,Game theory; a nontechnical introduction [by] Morton D. Davis. With a foreword by Oskar Morgenstern.,1970,"Davis, Morton D., 1930-",1,1,SAMPLE
mdp.39015002644030,"Racial influences on American foreign policy, edited by George W. Shepherd, Jr.",1970,"Shepherd, George W.",1,1,SAMPLE
uc1.b4322516,"Polemics and prophecies, 1967-1970, by I. F. Stone.",1970,"Stone, I. F. 1907-",1,1,SAMPLE
mdp.39015000149693,Introduction to mathematical statistics [by] Robert V. Hogg [and] Allen T. Craig.,1970,"Hogg, Robert V.",1,1,SAMPLE
mdp.39015007045811,"History and human survival; essays on the young and old, survivors and the dead, peace and war, and on contemporary psychohistory.",1970,"Lifton, Robert Jay, 1926-",1,1,SAMPLE
mdp.39015036999566,Intermediate analysis [by] M. S. Ramanujan [and] Edward S. Thomas.,1970,"Ramanujan, M. S., 1931-",1,1,SAMPLE
mdp.39015002606260,A history of scientific psychology; its origins and philosophical backgrounds [by] D. B. Klein.,1970,"Klein, David Ballin, 1897-",1,1,SAMPLE
mdp.39015001395501,Witchcraft in Tudor and Stuart England; a regional and comparative study.,1970,"Macfarlane, Alan.",1,1,SAMPLE
uc1.$b663391,"No whippings, no gold watches; the saga of a writer and his jobs.",1970,"Kronenberger, Louis, 1904-1980.",1,1,SAMPLE
mdp.39015002147018,"The Battle of Midway, by Richard Hough.",1970,"Hough, Richard, 1922-1999.",1,1,SAMPLE
mdp.39015000571789,Donovan of OSS.,1970,"Ford, Corey, 1902-1969.",1,1,SAMPLE
mdp.39015012296854,"The Romans: 850 B.C.--A.D. 337, by Donald R. Dudley.",1970,"Dudley, Donald Reynolds.",1,1,SAMPLE
uc1.31822005686100,Introduction to numerical methods [by] Peter A. Stark,1970,"Stark, Peter, 1938-",1,1,SAMPLE
mdp.39015068336612,Optimization theory for large systems [by] Leon S. Lasdon.,1970,"Lasdon, Leon S., 1939-",1,1,SAMPLE
mdp.39015004227339,Byron: a portrait [by] Leslie A. Marchand.,1970,"Marchand, Leslie Alexis, 1900-",1,1,SAMPLE
mdp.39015026816085,"Western Europe in the Middle Ages, 300-1475 [by] Brian Tierney [and] Sidney Painter.",1970,"Tierney, Brian.",1,1,SAMPLE
wu.89031166952,Will they ever finish Bruckner Boulevard? Pref. by Daniel P. Moynihan.,1970,"Huxtable, Ada Louise.",1,1,SAMPLE
mdp.39015001673352,The Romans and their world [by] Peter D. Arnott.,1970,"Arnott, Peter D.",1,1,SAMPLE
umn.31951001840423x,The Roman forum. Photos. by Werner Forman.,1970,"Grant, Michael, 1914-",1,1,SAMPLE
mdp.39015010210097,"Risorgimento: the making of Italy, 1815-1870.",1970,"Holt, Edgar, 1900-",1,1,SAMPLE
mdp.39015015629135,Fourier Analysis.,1970,"Hsu, Hwei P. 1930-",1,1,SAMPLE
uc1.b4238045,"Ego and instinct; the psychoanalytic view of human nature--revised, by Daniel Yankelovich & William Barrett.",1970,"Yankelovich, Daniel.",1,1,SAMPLE
mdp.39015039591337,"Introducing psychology: an experimental approach, by D. S. Wright, Ann Taylor [and others] [Edited by D. S. Wright and Ann Taylor]",1970,"Wright, Derek Stuart.",1,1,SAMPLE
mdp.39015003459438,"The varieties of history: from Voltaire to the present; edited, selected and introduced by Fritz Stern.",1970,"Stern, Fritz Richard, 1926-",1,1,SAMPLE
mdp.39015006981115,The Renaissance sense of the past.,1970,"Burke, Peter.",1,1,SAMPLE
mdp.39015003973495,"The historian's workshop; original essays by sixteen historians. Edited by L. P. Curtis, Jr.",1970,"Curtis, L. Perry 1932-",1,1,SAMPLE
mdp.39015004305903,"Political history; principles and practice, by G. R. Elton.",1970,"Elton, G. R.",1,1,SAMPLE
uc1.b4147218,Historians' fallacies; toward a logic of historical thought.,1970,"Fischer, David Hackett, 1935-",1,1,SAMPLE
mdp.39015011528844,"Europe unfolding, 1648-1688 [by] John Stoye.",1970,"Stoye, John Walter.",1,1,SAMPLE
mdp.39015027250607,You might as well live; the life and times of Dorothy Parker.,1970,"Keats, John, 1920-2000.",1,1,SAMPLE
mdp.39015005603041,Supplementary Paper.,1970,"Society for the Promotion of Hellenic Studies (London, England)",1,1,SAMPLE
mdp.39015008155239,"Plots, traitors and spies, 1653-1685 / John Wroughton.",1970,"Wroughton, John.",1,1,SAMPLE
mdp.39015027237109,A commentary on Heidegger's Being and time; a section-by-section interpretation.,1970,"Gelven, Michael.",1,1,SAMPLE
mdp.39015008913314,On writing̃ by Roger Sale.,1970,"Sale, Roger.",1,1,SAMPLE
uc1.b3937990,Zen diary.,1970,"Wienpahl, Paul.",1,1,SAMPLE
mdp.39015005480580,Fascism in Italy: its development and influence.,1970,"Wiskemann, Elizabeth.",1,1,SAMPLE
mdp.39015000206253,"The warriors : reflections on men in battle / J. Glenn Gray, with a new foreword, 1970, by the author ; introduction by Hannah Arendt.",1970,"Gray, J. Glenn 1913-1977.",1,1,SAMPLE
mdp.39015011882589,Gerald: a portrait.,1970,"Du Maurier, Daphne, 1907-1989.",1,1,SAMPLE
uc1.32106005834293,The Peasants' Revolt of 1381 [edited by] R. B. Dobson.,1970,"Dobson, R. B.",1,1,SAMPLE
mdp.39015011683649,The history of Great Britain: the reigns of James I and Charles I [edited by Duncan Forbes].,1970,"Hume, David, 1711-1776.",1,1,SAMPLE
mdp.39015002895582,God's Englishman: Oliver Cromwell and the English revolution [by] Christopher Hill.,1970,"Hill, Christopher, 1912-2003.",1,1,SAMPLE
uc1.$b748165,The European surrender; a descriptive study of the American social and economic conquest.,1970,"Ney, John, 1923-",1,1,SAMPLE
uc1.32106000919040,"Labor and the American community, by Derek C. Bok and John T. Dunlop.",1970,"Bok, Derek Curtis.",1,1,SAMPLE
mdp.39015008278031,The labor injunction /,1970,"Frankfurter, Felix, 1882-1965.",1,1,SAMPLE
uc1.b4415071,"Collective bargaining in public employment [by] Michael H. Moskow, J. Joseph Loewenberg [and] Edward Clifford Koziara.",1970,"Moskow, Michael H.",1,1,SAMPLE
mdp.39015008498001,Mr. De : a biography of Everette Lee DeGolyer / With a foreword by Norman Cousins.,1970,"Tinkle, Lon.",1,1,SAMPLE
umn.319510018209756,Marx before Marxism.,1970,"McLellan, David.",1,1,SAMPLE
uc1.b4272277,Social change in complex organizations [by] Jerald Hage [and] Michael Aiken,1970,"Hage, Jerald, 1932-",1,1,SAMPLE
inu.30000101892366,Talking to children about sex [by] Edna S. Lehman.,1970,"Lehman, Edna S.",1,1,SAMPLE
uva.35007000248629,"The rise of New York port, 1815-1860. With the collaboration of Jennie Barnes Pope.",1970,"Albion, Robert Greenhalgh, 1896-1983",1,1,SAMPLE
uc1.b3986107,Elements of mathematical sociology.,1970,"Beauchamp, Murray A.",1,1,SAMPLE
uc1.b3986096,The study of modern society: perspectives from classic sociology. [by] Philip Olson.,1970,"Olson, Philip G., 1934-",1,1,SAMPLE
mdp.39015023100301,Technopolis; social control of the uses of science.,1970,"Calder, Nigel, 1931-",1,1,SAMPLE
uc1.b4381072,"Freedom; its history, nature, and varieties [by] Robert E. Dewey [and] James A. Gould.",1970,"Dewey, Robert E.",1,1,SAMPLE
mdp.39015002640780,Social stratification and deviant behavior [by] John P. Hewitt.,1970,"Hewitt, John P., 1941-",1,1,SAMPLE
mdp.39015032044466,Development through revolution.,1970,"Leeuwen, Arend Theodoor van, 1918-1993.",1,1,SAMPLE
mdp.39015016132147,"American society ; a sociological interpretation / by Robin M. Williams, Jr.",1970,"Williams, Robin M., Jr., 1914-2006.",1,1,SAMPLE
uc1.32106001022943,Toward a radical middle; fourteen pieces of reporting and criticism.,1970,"Adler, Renata.",1,1,SAMPLE
uc1.b3987962,Where it's at; radical perspectives in sociology. Edited by Steven E. Deutsch and John Howard.,1970,"Deutsch, Steven E.",1,1,SAMPLE
uc1.b4397435,Engines of change; United States interests and revolution in Latin America [by] George C. Lodge. With an introd. by Samuel P. Huntington.,1970,"Lodge, George C.",1,1,SAMPLE
uc1.32106006426933,"The silent revolution; the industrial revolution in England as a source of cultural change, by John W. Osborne.",1970,"Osborne, John Walter, 1927-",1,1,SAMPLE
mdp.39076005869552,"Popular movements, c. 1830-1850; edited by J. T. Ward.",1970,"Ward, J. T.",1,1,SAMPLE
mdp.39015005482875,Reflections on the revolution in France: 1968; edited by Charles Posner.,1970,"Posner, Charles,",1,1,SAMPLE
mdp.39015062087393,Sweden: prototype of modern society [by] Richard F. Tomasson.,1970,"Tomasson, Richard F., 1928-",1,1,SAMPLE
uva.x000205312,Sex in human loving.,1970,"Berne, Eric.",1,1,SAMPLE
mdp.39015031249603,"Understanding sex; a young person's guide, by Alan F. Guttmacher. With a foreword by Millicent McIntosh.",1970,"Guttmacher, Alan F. 1898-1974.",1,1,SAMPLE
uva.x000559186,"Sex education in the schools; a study of objectives, content, methods, materials, and evaluation.",1970,"Kilander, Holger Frederick, 1900-1968.",1,1,SAMPLE
uva.x000096276,"The love that dared not speak its name; a candid history of homosexuality in Britain, by H. Montgomery Hyde.",1970,"Hyde, H. Montgomery 1907-1989.",1,1,SAMPLE
umn.31951000724436v,Marriage and family relationships [by] Richard H. Klemer.,1970,"Klemer, Richard H.",1,1,SAMPLE
mdp.39015010208000,"In the country of the young, by John W. Aldridge.",1970,"Aldridge, John W.",1,1,SAMPLE
uc1.b3818657,Prisoners of culture [by] George A. Pettitt.,1970,"Pettitt, George A. 1901-1976.",1,1,SAMPLE
uva.x001092024,Youth against the world.,1970,"Hope, Marjorie.",1,1,SAMPLE
uva.x000763107,The human be-in.,1970,"Perry, Helen Swick.",1,1,SAMPLE
mdp.39015065702246,Culture and creativity / [by] K. Chandrasekharan.,1970,"Cantiracēkaraṉ, Ki., 1904-",1,1,SAMPLE
mdp.39015030757200,An introduction to Indian poetics. Edited by V. Raghavan and Nagendra.,1970,"Raghavan, V. 1908-1979.",1,1,SAMPLE
mdp.39076006827310,Modern writers and other essays [by] Stuart N. Hampshire.,1970,"Hampshire, Stuart, 1914-",1,1,SAMPLE
uc1.32106001665097,Dynamics of drama; theory and method of analysis.,1970,"Beckerman, Bernard.",1,1,SAMPLE
mdp.39015000208291,How to talk back to your television set.,1970,"Johnson, Nicholas, 1934-",1,1,SAMPLE
umn.31951001809672r,"The movies, by Richard Griffith and Arthur Mayer. With the assistance of Eileen Bowser.",1970,"Griffith, Richard, 1912-",1,1,SAMPLE
mdp.39015002980764,Magic and myth of the movies. Introd. by Richard Schickel.,1970,"Tyler, Parker.",1,1,SAMPLE
mdp.39015038913458,See no evil : life inside a Hollywood censor / by Jack Vizzard.,1970,"Vizzard, Jack.",1,1,SAMPLE
mdp.39015002687880,"Confessions of a cultist: on the cinema, 1955-1969.",1970,"Sarris, Andrew.",1,1,SAMPLE
mdp.39015000625684,Movies and society [by] I. C. Jarvie.,1970,"Jarvie, I. C. 1937-",1,1,SAMPLE
mdp.39015004648583,History of the theatre from 1800 to the present [by] Barnard Hewitt.,1970,"Hewitt, Barnard Wolcott, 1906-",1,1,SAMPLE
mdp.39015027233850,Fiction and the figures of life [by] William H. Gass.,1970,"Gass, William H., 1924-",1,1,SAMPLE
